url,label,source,last_update,accuracy,transparency,type
notiziepericolose.blogspot.it,false satire,bufale,2018,1,1,unreliable
ilmattoquotidiano.it,false satire,bufale,2018,1,1,unreliable
ilmessaggio.it,false satire,bufale,2018,1,1,unreliable
ilfattoquotidaino.it,false satire,bufale,2018,1,1,unreliable
ilquotidaino.wordpress.com,false satire,bufale,2018,1,1,unreliable
liberogiornale.com,false satire,bufale,2018,1,1,unreliable
notiziariosegreto.wordpress.com,false satire,bufale,2018,1,1,unreliable
secretnews.fr,false satire,bufale,2018,1,1,unreliable
superbamente.com,false satire,bufale,2018,1,1,unreliable
worldnewsdailyreport.com,false satire,bufale,2018,1,1,unreliable
fonteverificata.it,false satire,bufale,2018,1,1,unreliable
dionidream.com,medical and scientific disinformation,bufale,2018,1,1,unreliable
lastella.altervista.org,medical and scientific disinformation,bufale,2018,1,1,unreliable
segnidalcielo.it,medical and scientific disinformation,bufale,2018,1,1,unreliable
pianetablunews.wordpress.com,medical and scientific disinformation,bufale,2018,1,1,unreliable
saltoquantico.org,medical and scientific disinformation,bufale,2018,1,1,unreliable
autismovaccini.org,medical and scientific disinformation,bufale,2018,1,1,unreliable
jedanews.it/blog,medical and scientific disinformation,bufale,2018,1,1,unreliable
naturalnews.com,medical and scientific disinformation,bufale,2018,1,1,unreliable
notiziespericolate.com,medical and scientific disinformation,bufale,2018,1,1,unreliable
viaggialowcost.altervista.org,medical and scientific disinformation,bufale,2018,1,1,unreliable
sadefenza.blogspot.com,medical and scientific disinformation,bufale,2018,1,1,unreliable
renovatio21.com,medical and scientific disinformation,bufale,2018,1,1,unreliable
devinformarti.blogspot.it/?m=1,political disinformation,bufale,2018,1,1,unreliable
imolaoggi.it,political disinformation,bufale,2018,1,1,unreliable
scenarieconomici.it,political disinformation,bufale,2018,1,1,unreliable
voxnews.info,political disinformation,bufale,2018,1,1,unreliable
informarexresistere.fr,political disinformation,bufale,2018,1,1,unreliable
breaknotizie.com,political disinformation,bufale,2018,1,1,unreliable
direttanews24.com,political disinformation,bufale,2018,1,1,unreliable
fascinazione.info,political disinformation,bufale,2018,1,1,unreliable
tg5stelle.it,political disinformation,bufale,2018,1,1,unreliable
blogopenyoureyes.altervista.org,political disinformation,bufale,2018,1,1,unreliable
ilbazarinformazione.blogspot.it,political disinformation,bufale,2018,1,1,unreliable
informare.over-blog.it,political disinformation,bufale,2018,1,1,unreliable
notizieinmovimentonews.blogspot.it,political disinformation,bufale,2018,1,1,unreliable
tg24-ore.com,political disinformation,bufale,2018,1,1,unreliable
informaresenzacensure.blogspot.com,political disinformation,bufale,2018,1,1,unreliable
byoblu.com,political disinformation,bufale,2018,1,1,unreliable
mag24.es,political disinformation,bufale,2018,1,1,unreliable
iocritico.com,scandal hoax,bufale,2018,1,1,unreliable
sostenitori.info,scandal hoax,bufale,2018,1,1,unreliable
irresponsabile.com,scandal hoax,bufale,2018,1,1,unreliable
aidaa-animaliambiente.blogspot.it,scandal hoax,bufale,2018,1,1,unreliable
thuglifevideos.com,scandal hoax,bufale,2018,1,1,unreliable
yournewswire.com,scandal hoax,bufale,2018,1,1,unreliable
maurizioblondet.it,scandal hoax,bufale,2018,1,1,unreliable
tgnewsitalia.it/wp,clickbait,bufale,2018,2,2,reliable
vnews24.it,clickbait,bufale,2018,2,2,reliable
internapoli.it,clickbait,bufale,2018,2,2,reliable
americablog.com,clickbait,columbia_journalism_review,2021-04,2,2,reliable
commondreams.org,clickbait,columbia_journalism_review,2021-04,2,2,reliable
dailycaller.com,clickbait,columbia_journalism_review,2021-04,2,2,reliable
dailykos.com,clickbait,columbia_journalism_review,2021-04,2,2,reliable
elitereaders.com,clickbait,columbia_journalism_review,2021-04,2,2,reliable
endtime.com,clickbait,columbia_journalism_review,2021-04,2,2,reliable
lifezette.com,clickbait,columbia_journalism_review,2021-04,2,2,reliable
livevote.com,clickbait,columbia_journalism_review,2021-04,2,2,reliable
lovethispic.com,clickbait,columbia_journalism_review,2021-04,2,2,reliable
meanlefthook.com,clickbait,columbia_journalism_review,2021-04,2,2,reliable
occupyliberals.com,clickbait,columbia_journalism_review,2021-04,2,2,reliable
patriotchronicle.com,clickbait,columbia_journalism_review,2021-04,2,2,reliable
rawstory.com,clickbait,columbia_journalism_review,2021-04,2,2,reliable
remedydaily.com,clickbait,columbia_journalism_review,2021-04,2,2,reliable
twitchy.com,clickbait,columbia_journalism_review,2021-04,2,2,reliable
bigpzone.com,clickbait,fake_news_watch,2016-01-18,2,2,reliable
wideawakeamerica.com,clickbait,fake_news_watch,2016-01-18,2,2,reliable
redflagnews.com,clickbait,fake_news_watch,2016-01-18,2,2,reliable
amusmentic.com,clickbait,zimdars,2016,2,2,reliable
automotostar.com,clickbait,zimdars,2016,2,2,reliable
chicksontheright.com,clickbait,zimdars,2016,2,2,reliable
educateinspirechange.org/health,clickbait,zimdars,2016,2,2,reliable
heatst.com,clickbait,zimdars,2016,2,2,reliable
indiaarising.com,clickbait,zimdars,2016,2,2,reliable
liberalamerica.org,clickbait,zimdars,2016,2,2,reliable
uslifetoday.com,clickbait,zimdars,2016,2,2,reliable
usuncut.com,clickbait,zimdars,2016,2,2,reliable
viraltube.nl,clickbait,zimdars,2016,2,2,reliable
yournationnews.com,clickbait,zimdars,2016,2,2,reliable
sulatestagiannilannes.blogspot.it,websites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
tmcrew.org,websites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
tanker-enemy.com,websites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
tankerenemy.com,websites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
nocensura.com,websites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
sapereeundovere.com,websites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
luogocomune.net/lc,websites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
disinformazione.it,websites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
centrometeoitaliano.it,websites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
informatitalia.blogspot.it,websites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
signoraggio.it,websites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
albainternazionale.blogspot.it,websites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
facebook.com/oggi24ore,websites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
facebook.com/scienza-di-confine-188189217954979,social media sites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
facebook.com/stopinvasioneclandestina,social media sites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
facebook.com/noncielodicono,social media sites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
facebook.com/robyfanpage.it/?ref=br_rs,social media sites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
facebook.com/sardegnatoday,social media sites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
facebook.com/sadefenza,social media sites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
twitter.com/radiosavana?ref_src=twsrc%5egoogle%7ctwcamp%5eserp%7ctwgr%5eauthor,social media sites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
facebook.com/quello-che-non-ci-dicono-107884204213182,social media sites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
facebook.com/websocialtv,social media sites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
twitter.com/socialtvntw,social media sites of conspiracy theorists and hoax spreaders,bufale,2018,1,1,unreliable
anno3000.altervista.org,misleading,bufalopedia,2020-05-05,2,1,unreliable
corrieredelcorsaro.it,misleading,bufalopedia,2020-05-05,2,1,unreliable
gazzettadellasera.com,misleading,bufalopedia,2020-05-05,2,1,unreliable
gazzettinoweb.altervista.org,misleading,bufalopedia,2020-05-05,2,1,unreliable
ilcazzoquotidiano.altervista.org/blog,misleading,bufalopedia,2020-05-05,2,1,unreliable
notiziepericolose.blogspot.com,misleading,bufalopedia,2020-05-05,2,1,unreliable
facebook.com/ilfalloquotidiano,misleading,bufalopedia,2020-05-05,2,1,unreliable
ilgiornaliere.com,misleading,bufalopedia,2020-05-05,2,1,unreliable
ilgiomale.it,misleading,bufalopedia,2020-05-05,2,1,unreliable
inews24.it,misleading,bufalopedia,2020-05-05,2,1,unreliable
ioco.altervista.org,misleading,bufalopedia,2020-05-05,2,1,unreliable
lavocea5stelle.altervista.org,misleading,bufalopedia,2020-05-05,2,1,unreliable
liberogiornale.it,misleading,bufalopedia,2020-05-05,2,1,unreliable
news24roma.altervista.org,misleading,bufalopedia,2020-05-05,2,1,unreliable
news24tg.com,misleading,bufalopedia,2020-05-05,2,1,unreliable
news24europa.com,misleading,bufalopedia,2020-05-05,2,1,unreliable
notiziea5stelle.com,misleading,bufalopedia,2020-05-05,2,1,unreliable
panorana.it,misleading,bufalopedia,2020-05-05,2,1,unreliable
paperera.com,misleading,bufalopedia,2020-05-05,2,1,unreliable
sky24ore.it,misleading,bufalopedia,2020-05-05,2,1,unreliable
strafattiquotidiani.wordpress.com,misleading,bufalopedia,2020-05-05,2,1,unreliable
ilgiornaledeiticinesi.info,satire,bufalopedia,2020-05-05,1,2,reliable
lercio.it,satire,bufalopedia,2020-05-05,1,2,reliable
ticinoinforna.com,satire,bufalopedia,2020-05-05,1,2,reliable
twitter.com/cbugliano,satire,bufalopedia,2020-05-05,1,2,reliable
twitter.com/vigilevittorino,satire,bufalopedia,2020-05-05,1,2,reliable
theonion.com,satire,bufalopedia,2020-05-05,1,2,reliable
aceflashman.wordpress.com,satire,columbia_journalism_review,2021-04,1,2,reliable
actualidadpanamericana.com,satire,columbia_journalism_review,2021-04,1,2,reliable
awazetribune.com,satire,columbia_journalism_review,2021-04,1,2,reliable
brokenworldnews.com,satire,columbia_journalism_review,2021-04,1,2,reliable
callthecops.net,satire,columbia_journalism_review,2021-04,1,2,reliable
chronicle.su,satire,columbia_journalism_review,2021-04,1,2,reliable
dailydiscord.com,satire,columbia_journalism_review,2021-04,1,2,reliable
dailysnark.com,satire,columbia_journalism_review,2021-04,1,2,reliable
dailysquib.co.uk,satire,columbia_journalism_review,2021-04,1,2,reliable
diversitychronicle.wordpress.com,satire,columbia_journalism_review,2021-04,1,2,reliable
duffelblog.com,satire,columbia_journalism_review,2021-04,1,2,reliable
elkoshary.com,satire,columbia_journalism_review,2021-04,1,2,reliable
elmundotoday.com,satire,columbia_journalism_review,2021-04,1,2,reliable
fognews.ru,satire,columbia_journalism_review,2021-04,1,2,reliable
freedumjunkshun.com,satire,columbia_journalism_review,2021-04,1,2,reliable
fridaymash.com,satire,columbia_journalism_review,2021-04,1,2,reliable
halfwaypost.com,satire,columbia_journalism_review,2021-04,1,2,reliable
holyobserver.com,satire,columbia_journalism_review,2021-04,1,2,reliable
islamicanews.com,satire,columbia_journalism_review,2021-04,1,2,reliable
liberalbias.com,satire,columbia_journalism_review,2021-04,1,2,reliable
lushforlife.com,satire,columbia_journalism_review,2021-04,1,2,reliable
newsbreakers.org,satire,columbia_journalism_review,2021-04,1,2,reliable
newstoad.net,satire,columbia_journalism_review,2021-04,1,2,reliable
objectiveministries.org,satire,columbia_journalism_review,2021-04,1,2,reliable
patriotnewsdaily.com,satire,columbia_journalism_review,2021-04,1,2,reliable
politicalgarbagechute.com,satire,columbia_journalism_review,2021-04,1,2,reliable
satirewire.com,satire,columbia_journalism_review,2021-04,1,2,reliable
sensationalisttimes.com,satire,columbia_journalism_review,2021-04,1,2,reliable
sportspickle.com,satire,columbia_journalism_review,2021-04,1,2,reliable
stneotscitizen.com,satire,columbia_journalism_review,2021-04,1,2,reliable
thedailymash.co.uk,satire,columbia_journalism_review,2021-04,1,2,reliable
thedailywtf.com,satire,columbia_journalism_review,2021-04,1,2,reliable
thelapine.ca,satire,columbia_journalism_review,2021-04,1,2,reliable
thepeoplescube.com,satire,columbia_journalism_review,2021-04,1,2,reliable
theskunk.org,satire,columbia_journalism_review,2021-04,1,2,reliable
theunrealtimes.com,satire,columbia_journalism_review,2021-04,1,2,reliable
trumpbetrayed.us,satire,columbia_journalism_review,2021-04,1,2,reliable
unconfirmedsources.com,satire,columbia_journalism_review,2021-04,1,2,reliable
waterfordwhispersnews.com,satire,columbia_journalism_review,2021-04,1,2,reliable
wearethellod.com,satire,columbia_journalism_review,2021-04,1,2,reliable
williambanzai7.blogspot.com,satire,columbia_journalism_review,2021-04,1,2,reliable
wonkie.com,satire,columbia_journalism_review,2021-04,1,2,reliable
amplifyingglass.com,satire,fake_news_watch,2016-01-18,1,2,reliable
duffleblog.com,satire,fake_news_watch,2016-01-18,1,2,reliable
gomerblog.com,satire,fake_news_watch,2016-01-18,1,2,reliable
nahadaily.com,satire,fake_news_watch,2016-01-18,1,2,reliable
rockcitytimes.com,satire,fake_news_watch,2016-01-18,1,2,reliable
thespoof.com,satire,fake_news_watch,2016-01-18,1,2,reliable
alternativelyfacts.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
alternative-science.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
babylonbee.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
bluenewsnetwork.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
breakingburgh.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
bullshitnews.org,satire,media_bias_fact_check,2021-05-17,1,2,reliable
bustatroll.org,satire,media_bias_fact_check,2021-05-17,1,2,reliable
confederacyofdrones.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
cracked.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
dailyworldupdate.us,satire,media_bias_fact_check,2021-05-17,1,2,reliable
eveningharold.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
flake.news,satire,media_bias_fact_check,2021-05-17,1,2,reliable
fmobserver.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
frankmag.ca,satire,media_bias_fact_check,2021-05-17,1,2,reliable
freedomcrossroads.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
genesiustimes.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
gishgallop.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
harddawn.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
imao.us,satire,media_bias_fact_check,2021-05-17,1,2,reliable
infobattle.org,satire,media_bias_fact_check,2021-05-17,1,2,reliable
larknews.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
legorafi.fr,satire,media_bias_fact_check,2021-05-17,1,2,reliable
madhousemagazine.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
mcsweeneys.net,satire,media_bias_fact_check,2021-05-17,1,2,reliable
moronmajority.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
newsthump.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
npcdaily.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
prettycoolsite.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
potatriotsunite.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
realrawnews.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
reductress.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
sanctumnews.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
satirev.org,satire,media_bias_fact_check,2021-05-17,1,2,reliable
schmedium.org,satire,media_bias_fact_check,2021-05-17,1,2,reliable
southendnewsnetwork.net,satire,media_bias_fact_check,2021-05-17,1,2,reliable
stiltonsplace.blogspot.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
stubhillnews.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
suffolkgazette.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
sundaysportonline.co.uk,satire,media_bias_fact_check,2021-05-17,1,2,reliable
thatsprettygoodscience.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
atlbanana.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
thebeaverton.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
chaser.com.au,satire,media_bias_fact_check,2021-05-17,1,2,reliable
thedailymire.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
thehardtimes.net,satire,media_bias_fact_check,2021-05-17,1,2,reliable
themideastbeast.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
theredshtick.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
thesciencepost.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
theshovel.com.au,satire,media_bias_fact_check,2021-05-17,1,2,reliable
thereisnews.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
tittletattle365.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
truthbrary.org,satire,media_bias_fact_check,2021-05-17,1,2,reliable
wokennews.com,satire,media_bias_fact_check,2021-05-17,1,2,reliable
beehivebugle.com,satire,zimdars,2016,1,2,reliable
borowitzreport.com,satire,zimdars,2016,1,2,reliable
bostontribune.com,satire,zimdars,2016,1,2,reliable
crystalair.com,satire,zimdars,2016,1,2,reliable
dailyleak.org,satire,zimdars,2016,1,2,reliable
dandygoat.com,satire,zimdars,2016,1,2,reliable
der-postillon.com,satire,zimdars,2016,1,2,reliable
freepatriot.org,satire,zimdars,2016,1,2,reliable
glossynews.com,satire,zimdars,2016,1,2,reliable
humortimes.com,satire,zimdars,2016,1,2,reliable
ironictimes.com,satire,zimdars,2016,1,2,reliable
johnnyrobish.com,satire,zimdars,2016,1,2,reliable
landoverbaptist.org,satire,zimdars,2016,1,2,reliable
newyorker.com/humor,satire,zimdars,2016,1,2,reliable
religionlo.com,satire,zimdars,2016,1,2,reliable
scrappleface.com,satire,zimdars,2016,1,2,reliable
speld.nl,satire,zimdars,2016,1,2,reliable
surrealscoop.com,satire,zimdars,2016,1,2,reliable
theineptowl.com,satire,zimdars,2016,1,2,reliable
themadisonmisnomer.com,satire,zimdars,2016,1,2,reliable
thestatelyharold.com,satire,zimdars,2016,1,2,reliable
thetimesoftheworld.com,satire,zimdars,2016,1,2,reliable
topekasnews.com,satire,zimdars,2016,1,2,reliable
winkprogress.com,satire,zimdars,2016,1,2,reliable
wundergroundmusic.com,satire,zimdars,2016,1,2,reliable
bbspot.com,fake news,bufalopedia,2020-05-05,1,1,unreliable
betootaadvocate.com,fake news,bufalopedia,2020-05-05,1,1,unreliable
collegehumor.com,fake news,bufalopedia,2020-05-05,1,1,unreliable
dailybuzzlive.com,fake news,bufalopedia,2020-05-05,1,1,unreliable
dailycurrant.com,fake news,bufalopedia,2020-05-05,1,1,unreliable
empirenews.net,fake news,bufalopedia,2020-05-05,1,1,unreliable
empiresports.co,fake news,bufalopedia,2020-05-05,1,1,unreliable
freewoodpost.com,fake news,bufalopedia,2020-05-05,1,1,unreliable
huzlers.com,fake news,bufalopedia,2020-05-05,1,1,unreliable
journaldemourreal.com,fake news,bufalopedia,2020-05-05,1,1,unreliable
lightlybraisedturnip.com,fake news,bufalopedia,2020-05-05,1,1,unreliable
en.mediamass.net,fake news,bufalopedia,2020-05-05,1,1,unreliable
nationalreport.net,fake news,bufalopedia,2020-05-05,1,1,unreliable
newsexaminer.net,fake news,bufalopedia,2020-05-05,1,1,unreliable
newyorker.com/humor/borowitz-report,fake news,bufalopedia,2020-05-05,1,1,unreliable
thenewsnerd.com,fake news,bufalopedia,2020-05-05,1,1,unreliable
thepoke.co.uk,fake news,bufalopedia,2020-05-05,1,1,unreliable
weeklyworldnews.com,fake news,bufalopedia,2020-05-05,1,1,unreliable
12minutos.com,fake news,girnberg,2019-01-28,1,1,unreliable
16wmpo.com,fake news,girnberg,2019-01-28,1,1,unreliable
20minutenews.com,fake news,girnberg,2019-01-28,1,1,unreliable
247newsmedia.com,fake news,girnberg,2019-01-28,1,1,unreliable
24aktuelles.com,fake news,girnberg,2019-01-28,1,1,unreliable
24online.news,fake news,girnberg,2019-01-28,1,1,unreliable
24usainfo.com,fake news,girnberg,2019-01-28,1,1,unreliable
24wpn.com,fake news,girnberg,2019-01-28,1,1,unreliable
abcnews.com.co,fake news,girnberg,2019-01-28,1,1,unreliable
actualite.co,fake news,girnberg,2019-01-28,1,1,unreliable
actualites.co,fake news,girnberg,2019-01-28,1,1,unreliable
adobochronicles.com,fake news,girnberg,2019-01-28,1,1,unreliable
alabamaobserver.com,fake news,girnberg,2019-01-28,1,1,unreliable
aldipest.com,fake news,girnberg,2019-01-28,1,1,unreliable
alertchild.com,fake news,girnberg,2019-01-28,1,1,unreliable
alynews.com,fake news,girnberg,2019-01-28,1,1,unreliable
americafans.com,fake news,girnberg,2019-01-28,1,1,unreliable
americanflare.com,fake news,girnberg,2019-01-28,1,1,unreliable
americanflavor.news,fake news,girnberg,2019-01-28,1,1,unreliable
americanjournalreview.com,fake news,girnberg,2019-01-28,1,1,unreliable
americanpeoplenetwork.com,fake news,girnberg,2019-01-28,1,1,unreliable
americanpoliticnews.co,fake news,girnberg,2019-01-28,1,1,unreliable
americanpresident.co,fake news,girnberg,2019-01-28,1,1,unreliable
americanprides.com,fake news,girnberg,2019-01-28,1,1,unreliable
americasnewest.com,fake news,girnberg,2019-01-28,1,1,unreliable
amposts.com,fake news,girnberg,2019-01-28,1,1,unreliable
anews-24.com,fake news,girnberg,2019-01-28,1,1,unreliable
anews24.org,fake news,girnberg,2019-01-28,1,1,unreliable
angrypatriotmovement.com,fake news,girnberg,2019-01-28,1,1,unreliable
anonjekloy.tk,fake news,girnberg,2019-01-28,1,1,unreliable
areyouasleep.com,fake news,girnberg,2019-01-28,1,1,unreliable
asamericanasapplepie.org,fake news,girnberg,2019-01-28,1,1,unreliable
associatedmediacoverage.com,fake news,girnberg,2019-01-28,1,1,unreliable
aurora-news.us,fake news,girnberg,2019-01-28,1,1,unreliable
badcriminals.com,fake news,girnberg,2019-01-28,1,1,unreliable
baldwinpost.com,fake news,girnberg,2019-01-28,1,1,unreliable
baltimoregazette.com,fake news,girnberg,2019-01-28,1,1,unreliable
battypost.com,fake news,girnberg,2019-01-28,1,1,unreliable
bb4sp.com,fake news,girnberg,2019-01-28,1,1,unreliable
beforeitsnews.com,fake news,girnberg,2019-01-28,1,1,unreliable
belgique.actualites.co,fake news,girnberg,2019-01-28,1,1,unreliable
bients.com,fake news,girnberg,2019-01-28,1,1,unreliable
bigbluevision.org,fake news,girnberg,2019-01-28,1,1,unreliable
bignuggetnews.com,fake news,girnberg,2019-01-28,1,1,unreliable
bizstandardnews.com,fake news,girnberg,2019-01-28,1,1,unreliable
bluevision.news,fake news,girnberg,2019-01-28,1,1,unreliable
bluevisionpost.com,fake news,girnberg,2019-01-28,1,1,unreliable
borderherald.com,fake news,girnberg,2019-01-28,1,1,unreliable
bostonleader.com,fake news,girnberg,2019-01-28,1,1,unreliable
breakingtop.world,fake news,girnberg,2019-01-28,1,1,unreliable
burrardstreetjournal.com,fake news,girnberg,2019-01-28,1,1,unreliable
butthatsnoneofmybusiness.com,fake news,girnberg,2019-01-28,1,1,unreliable
buzzfeedusa.com,fake news,girnberg,2019-01-28,1,1,unreliable
cartelpress.com,fake news,girnberg,2019-01-28,1,1,unreliable
cartelreport.com,fake news,girnberg,2019-01-28,1,1,unreliable
celebtricity.com,fake news,girnberg,2019-01-28,1,1,unreliable
channel16news.com,fake news,girnberg,2019-01-28,1,1,unreliable
channel17news.com,fake news,girnberg,2019-01-28,1,1,unreliable
channel18news.com,fake news,girnberg,2019-01-28,1,1,unreliable
channel22news.com,fake news,girnberg,2019-01-28,1,1,unreliable
channel23news.com,fake news,girnberg,2019-01-28,1,1,unreliable
channel28news.com,fake news,girnberg,2019-01-28,1,1,unreliable
channel34news.com,fake news,girnberg,2019-01-28,1,1,unreliable
channel45news.com,fake news,girnberg,2019-01-28,1,1,unreliable
channel5000.com,fake news,girnberg,2019-01-28,1,1,unreliable
choiceandtruth.com,fake news,girnberg,2019-01-28,1,1,unreliable
christiantimesnewspaper.com,fake news,girnberg,2019-01-28,1,1,unreliable
christiantoday.info,fake news,girnberg,2019-01-28,1,1,unreliable
chuckcallesto.blogspot.com,fake news,girnberg,2019-01-28,1,1,unreliable
civictribune.com,fake news,girnberg,2019-01-28,1,1,unreliable
clancyreport.com,fake news,girnberg,2019-01-28,1,1,unreliable
clashdaily.com,fake news,girnberg,2019-01-28,1,1,unreliable
clear-politics.com,fake news,girnberg,2019-01-28,1,1,unreliable
cnn.com.de,fake news,girnberg,2019-01-28,1,1,unreliable
cnnews3.com,fake news,girnberg,2019-01-28,1,1,unreliable
consciouslyenlightened.com,fake news,girnberg,2019-01-28,1,1,unreliable
conservativearmy88.com,fake news,girnberg,2019-01-28,1,1,unreliable
conservativedailypost.com,fake news,girnberg,2019-01-28,1,1,unreliable
conservativeflashnews.com,fake news,girnberg,2019-01-28,1,1,unreliable
conservativeinfocorner.com,fake news,girnberg,2019-01-28,1,1,unreliable
conservativeinsider.co,fake news,girnberg,2019-01-28,1,1,unreliable
conservativespirit.com,fake news,girnberg,2019-01-28,1,1,unreliable
conservativestudio.com,fake news,girnberg,2019-01-28,1,1,unreliable
consnation.com,fake news,girnberg,2019-01-28,1,1,unreliable
cooltobeconservative.com,fake news,girnberg,2019-01-28,1,1,unreliable
daily-sun.com,fake news,girnberg,2019-01-28,1,1,unreliable
dailyfinesser.com,fake news,girnberg,2019-01-28,1,1,unreliable
dailyinfobox.com,fake news,girnberg,2019-01-28,1,1,unreliable
dailyinsidernews.com,fake news,girnberg,2019-01-28,1,1,unreliable
dailynews10.com,fake news,girnberg,2019-01-28,1,1,unreliable
dailynews11.com,fake news,girnberg,2019-01-28,1,1,unreliable
dailynews3.com,fake news,girnberg,2019-01-28,1,1,unreliable
dailynews33.com,fake news,girnberg,2019-01-28,1,1,unreliable
dailynews5.com,fake news,girnberg,2019-01-28,1,1,unreliable
dailynewsposts.info,fake news,girnberg,2019-01-28,1,1,unreliable
dailyoccupation.com,fake news,girnberg,2019-01-28,1,1,unreliable
dailypresser.com,fake news,girnberg,2019-01-28,1,1,unreliable
dailysurge.com,fake news,girnberg,2019-01-28,1,1,unreliable
dailyusaupdate.com,fake news,girnberg,2019-01-28,1,1,unreliable
damnleaks.com,fake news,girnberg,2019-01-28,1,1,unreliable
democraticmoms.com,fake news,girnberg,2019-01-28,1,1,unreliable
denverguardian.com,fake news,girnberg,2019-01-28,1,1,unreliable
denverinquirer.com,fake news,girnberg,2019-01-28,1,1,unreliable
departed.co,fake news,girnberg,2019-01-28,1,1,unreliable
departedmedia.com,fake news,girnberg,2019-01-28,1,1,unreliable
dineal.com,fake news,girnberg,2019-01-28,1,1,unreliable
disclose.tv,fake news,girnberg,2019-01-28,1,1,unreliable
diyhours.net,fake news,girnberg,2019-01-28,1,1,unreliable
donaldtrumpnews.co,fake news,girnberg,2019-01-28,1,1,unreliable
donaldtrumppotus45.com,fake news,girnberg,2019-01-28,1,1,unreliable
drugsofficial.com,fake news,girnberg,2019-01-28,1,1,unreliable
embols.com,fake news,girnberg,2019-01-28,1,1,unreliable
empireherald.com,fake news,girnberg,2019-01-28,1,1,unreliable
en-volve.com,fake news,girnberg,2019-01-28,1,1,unreliable
endingthefed.com,fake news,girnberg,2019-01-28,1,1,unreliable
enhlive.com,fake news,girnberg,2019-01-28,1,1,unreliable
everydaybreakingnews.com,fake news,girnberg,2019-01-28,1,1,unreliable
everynewshere.com,fake news,girnberg,2019-01-28,1,1,unreliable
famousviralstories.com,fake news,girnberg,2019-01-28,1,1,unreliable
fanzinger.com,fake news,girnberg,2019-01-28,1,1,unreliable
federalistnation.com,fake news,girnberg,2019-01-28,1,1,unreliable
federalisttribune.com,fake news,girnberg,2019-01-28,1,1,unreliable
fedsalert.com,fake news,girnberg,2019-01-28,1,1,unreliable
