url,label,source,last_update,accuracy,transparency,type
senzacensura.org,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
siamorimastisoli.com,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
silenziefalsita.it,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
skynew.it,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
skytg24news.com,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
socialbuzz.it,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
socialnotixweb.com,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
soloitaliani.com,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
sputtaniamotutti.reattivonews.org,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
stopeuro.org,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
succedenelmondo.com,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
supernotizie.net,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
thetonicexpress.com,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
tg24italia.com,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
tg-news24.com,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
tg-quotidiano.net,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
tgcom24news.com,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
ticinolive.ch,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
trend-online.com,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
tuttiicriminidegliimmigrati.com,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
tutto24.info,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
tuttoinweb.com,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
ultimora24.it,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
videoenotizie.it,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
videoviraliweb.com,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
vocedelweb.com,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
voxnews.online,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
web-news24.com,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
webitalia360.com,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
webtg24.com,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
wowchevideo.com,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
zapping2017.myblog.it,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
zonagrigianews.com,pseudojournalism and politics,butac,2021-05-18,1,1,unreliable
5ideeinmovimento.blogspot.it,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
attivistam5snews.blogspot.it,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
benitomussolini.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
blogdieles2.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
blogdieles.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
bloginmovimento.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
controinformo.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
corrieredelmattino.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
cvdiariodelpollinho.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
direttainfo.blogspot.it,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
direttanfo.blogspot.it,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
essenzialmentedonna.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
europeannews.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
facebooknotizia.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
ilmessagero.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
ilradicale.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
informazionebycuriosity.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
jedasupport.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
lacucinasiciliana.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
lapillolarossa15.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
newstime24.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
nessuna-censura.com,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
notiziaitalica.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
notiziarioeuropeo.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
politicanews.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
ripuliamolitalia.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
rollingston.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
sadefenza.blogspot.it,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
siamorimastisoli.today,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
tg24h.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
tg24notizie.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
webnotice.altervista.org,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
webnews24h.it,pseudojournalism blogs,butac,2021-05-18,1,1,unreliable
cosmofruttariano3m.altervista.org,pseudoscience blogs,butac,2021-05-18,1,1,unreliable
curiosityalive.altervista.org,pseudoscience blogs,butac,2021-05-18,1,1,unreliable
ecocreando.weebly.com,pseudoscience blogs,butac,2021-05-18,1,1,unreliable
guarireoggi.blogspot.it,pseudoscience blogs,butac,2021-05-18,1,1,unreliable
ingannati.it,pseudoscience blogs,butac,2021-05-18,1,1,unreliable
ilrisvegliodellamente.altervista.org,pseudoscience blogs,butac,2021-05-18,1,1,unreliable
paradisefruit.altervista.org,pseudoscience blogs,butac,2021-05-18,1,1,unreliable
thecancermagazine.blogspot.it,pseudoscience blogs,butac,2021-05-18,1,1,unreliable
realscience.altervista.org,pseudoscience blogs,butac,2021-05-18,1,1,unreliable
thedayafter2012.blogspot.com,pseudoscience blogs,butac,2021-05-18,1,1,unreliable
alleanzadellasalute.info,pseudomedicine,butac,2021-05-18,1,1,unreliable
assis.it,pseudomedicine,butac,2021-05-18,1,1,unreliable
benesserefeed.it,pseudomedicine,butac,2021-05-18,1,1,unreliable
comilva.org,pseudomedicine,butac,2021-05-18,1,1,unreliable
eurosalus.com,pseudomedicine,butac,2021-05-18,1,1,unreliable
informasalus.it,pseudomedicine,butac,2021-05-18,1,1,unreliable
laleva.org,pseudomedicine,butac,2021-05-18,1,1,unreliable
nuovamedicinagermanica.it,pseudomedicine,butac,2021-05-18,1,1,unreliable
mammainrete.blogspot.com,pseudomedicine,butac,2021-05-18,1,1,unreliable
medicinenon.it,pseudomedicine,butac,2021-05-18,1,1,unreliable
mednat.org,pseudomedicine,butac,2021-05-18,1,1,unreliable
vacciniinforma.com,pseudomedicine,butac,2021-05-18,1,1,unreliable
vivoinsalute.com,pseudomedicine,butac,2021-05-18,1,1,unreliable
attiviamoci.org,conspiracy,butac,2021-05-18,1,1,unreliable
conoscenzealconfine.it,conspiracy,butac,2021-05-18,1,1,unreliable
complottisti.info,conspiracy,butac,2021-05-18,1,1,unreliable
contro.tv,conspiracy,butac,2021-05-18,1,1,unreliable
ecplanet.org,conspiracy,butac,2021-05-18,1,1,unreliable
effervescienza.com,conspiracy,butac,2021-05-18,1,1,unreliable
filosofiaelogos.it,conspiracy,butac,2021-05-18,1,1,unreliable
hackthematrix.it,conspiracy,butac,2021-05-18,1,1,unreliable
ilnavigatorecurioso.it,conspiracy,butac,2021-05-18,1,1,unreliable
ilpuntosulmistero.it,conspiracy,butac,2021-05-18,1,1,unreliable
libreidee.org,conspiracy,butac,2021-05-18,1,1,unreliable
liberamenteservo.com,conspiracy,
